"Nr. of features","Accuracy","Selected features"
15,0.8461538461538461,"Column1,Column2,Column6,Column7,Column8,Column9,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column21"
1,0.8351648351648352,"Column10"
5,0.8131868131868132,"Column2,Column12,Column17,Column19,Column21"
3,0.7142857142857143,"Column1,Column13,Column19"
11,0.7362637362637363,"Column2,Column3,Column4,Column6,Column9,Column10,Column12,Column15,Column17,Column20,Column21"
5,0.7692307692307693,"Column2,Column7,Column18,Column19,Column20"
14,0.7582417582417582,"Column3,Column4,Column5,Column6,Column8,Column10,Column11,Column14,Column15,Column16,Column17,Column18,Column19,Column20"
12,0.7692307692307693,"Column2,Column3,Column6,Column7,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column22"
11,0.7472527472527473,"Column1,Column3,Column7,Column10,Column12,Column15,Column16,Column18,Column20,Column21,Column22"
15,0.7912087912087912,"Column1,Column2,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column16,Column17,Column18,Column20,Column21"
7,0.7802197802197802,"Column3,Column5,Column7,Column10,Column11,Column14,Column16"
